Villages	Year	Avg_Temp_C	Avg_Humidity_Percent	Soil_Type	Soil_pH	Crop_Name	Crop_Season	Soil_N_kg_ha	Soil_P_kg_ha	Soil_K_kg_ha	Rainfall_mm	Yield_kg_ha	Fertilizer_Type	Fertilizer_Quantity_kg_ha	Farm_Area_ha
Wadne	2024	28.7	70.8	Mixed Soil	8.096179766	Jowar (Sorghum)	Kafik	109.1	14.2	485.1	541	1990	DAP	142	3.53
Walwadi	2024	28.7	79.2	Light Black Soil	7.901412509	Maize	Kafik	278.1	16.8	386	545.8	2582	DAP	238	3.14
War	2024	28	78.8	Light Black Soil	7.473665399	Groundnut	Kafik	155.5	12.8	339.1	546.9	1504	DAP	205	1.36
Dhule	2024	30	75.2	Mixed Soil	8.196137418	Cotton	Kafik	170.7	18.8	223.3	546.4	2289	DAP	172	4.34
Aichale	2024	30.2	77.2	Light Black Soil	7.28850539	Groundnut	Kafik	294.9	24.8	409.4	566.3	1514	DAP	139	2.28
Aine	2024	29.8	73.3	Light Black Soil	7.877161833	Bajra (Millet)	Kafik	207.2	14.6	444.1	558.6	2781	DAP	195	1.75
Akhade	2024	30.4	70.5	Light Black Soil	7.30199093	Groundnut	Kafik	236.9	12.4	473.3	554.3	1300	DAP	207	1.16
Akkalpada	2024	30	75.5	Mixed Soil	7.475388394	Bajra (Millet)	Kafik	264.5	24.2	417.7	542.4	2806	DAP	142	3.36
Amali	2024	27.9	73.9	Light Black Soil	7.837836293	Bajra (Millet)	Kafik	222.7	16.3	479.8	563	2205	DAP	185	3.71
Ambapur	2024	29.1	76.9	Light Black Soil	7.319933942	Groundnut	Kafik	273.2	10.7	207.9	568.2	1742	DAP	216	1.07
Amkhel	2024	29.8	76.3	Light Black Soil	7.383401116	Bajra (Millet)	Kafik	175.3	22.2	496.2	562.8	2574	DAP	153	3.05
Amode	2024	27.9	77.9	Deep Black Soil	7.577802055	Soybean	Kafik	130.1	18.9	314.3	530.1	2143	DAP	309	1.91
Ashtane	2024	27.8	70.7	Light Black Soil	7.776029229	Bajra (Millet)	Kafik	294	22.6	451.5	555.5	2374	DAP	151	3.58
Babhulade	2024	28.6	70.8	Light Black Soil	7.712918106	Bajra (Millet)	Kafik	193.7	16.2	282	532	2014	DAP	186	1.7
Bagulnagar	2024	28.6	79.5	Light Black Soil	7.755158756	Bajra (Millet)	Kafik	111.3	23	443.9	540.3	1961	DAP	148	3.76
Balhane	2024	27.9	76.9	Light Black Soil	7.634179555	Bajra (Millet)	Kafik	106.9	23.6	277.6	532.4	2866	DAP	145	1.73
Balsane	2024	30.2	72.7	Light Black Soil	7.401439247	Groundnut	Kafik	299.9	24.9	366.6	554.2	1620	DAP	138	2.55
Basar	2024	27.9	79.5	Light Black Soil	7.476556795	Maize	Kafik	253.8	24.2	454.9	557.5	3352	DAP	197	4.75
Basarawal	2024	27.6	72.5	Light Black Soil	7.345278173	Groundnut	Kafik	149.5	16.8	238.7	534.6	1388	DAP	183	1.55
Behed	2024	27.7	70.2	Light Black Soil	7.926760449	Bajra (Millet)	Kafik	209.3	12.8	490.9	545.4	2326	DAP	205	2.22
Bhadane	2024	29.9	77.7	Light Black Soil	7.666713436	Maize	Kafik	219.6	23.8	226.5	548.2	2399	DAP	199	2.73
Bhadgaon V	2024	29.1	79.8	Mixed Soil	7.481447408	Bajra (Millet)	Kafik	290.8	19.1	268.6	544.8	3017	DAP	170	2.36
Bhagapur	2024	29.2	76.9	Light Black Soil	7.569604643	Bajra (Millet)	Kafik	234.3	19.3	307.4	534.8	2688	DAP	169	1.45
Bhamer	2024	30.5	78.8	Light Black Soil	7.957826672	Bajra (Millet)	Kafik	122.7	20.1	356.1	546.8	2985	DAP	164	4.7
Bhondgaon	2024	28.7	74.3	Light Black Soil	7.322681122	Maize	Kafik	254.5	17.8	455.7	560	2700	DAP	232	4.51
Bhortipada	2024	28.9	74.7	Light Black Soil	7.668983866	Bajra (Millet)	Kafik	210.4	18.4	463	532.8	2625	DAP	174	2.03
Bodakikhadi	2024	30.3	72.1	Light Black Soil	7.604710943	Bajra (Millet)	Kafik	180.7	12	208.6	533.2	2700	DAP	209	3.64
Bodgaon	2024	28.5	74.1	Light Black Soil	7.689163388	Bajra (Millet)	Kafik	297.4	21.6	259.6	544.2	2296	DAP	156	2.47
Bopkhel	2024	28.6	70.9	Light Black Soil	7.214488147	Groundnut	Kafik	251	19.3	411.2	567.7	1878	DAP	169	4.27
Bramhanwel	2024	29.2	70.1	Light Black Soil	7.897699127	Bajra (Millet)	Kafik	142.6	12	204.4	556.7	3001	DAP	209	3.22
Burudkhe	2024	29.7	78.4	Light Black Soil	7.945694626	Bajra (Millet)	Kafik	170.1	18.8	317.7	557.1	2931	DAP	172	3.12
Charanmal	2024	28.4	77	Light Black Soil	7.652106547	Maize	Kafik	187.5	23.6	304.5	544.5	3306	DAP	200	1.97
Chaupale	2024	28.2	72.4	Light Black Soil	7.757320659	Bajra (Millet)	Kafik	202.8	21.8	319	553.7	2251	DAP	155	1.37
Chhadwel K	2024	30.3	73.1	Mixed Soil	8.368248948	Cotton	Kafik	224.4	22.9	484.9	530.4	1790	DAP	149	4.59
Chhail	2024	29.9	70.6	Light Black Soil	7.765790907	Bajra (Millet)	Kafik	129.4	23.9	347.6	555.4	3019	DAP	144	4.6
Chhavadi	2024	28	76.1	Light Black Soil	7.322031234	Groundnut	Kafik	151.6	16.9	494	566.5	1208	DAP	182	3.53
Chikase	2024	29.3	77.1	Light Black Soil	7.661030688	Bajra (Millet)	Kafik	198.5	14.9	390	554.5	2742	DAP	193	2.36
Chinchkhede	2024	28.7	79.9	Light Black Soil	7.685372037	Maize	Kafik	212.3	21.6	348.1	564.9	3264	DAP	211	1.68
Chinchpada	2024	28.6	72.2	Light Black Soil	7.539304537	Maize	Kafik	148	11.1	238.7	559	3157	DAP	269	2.4
Chipalipada	2024	28.2	77.2	Light Black Soil	7.789155388	Maize	Kafik	125.6	12.3	241.6	534.8	3627	DAP	262	3.9
Chorwad	2024	28.8	79	Light Black Soil	7.947493612	Bajra (Millet)	Kafik	228.2	12.7	303.7	566.1	2289	DAP	205	4.59
Dahiwel	2024	30.1	74.2	Light Black Soil	7.94045481	Maize	Kafik	279.4	17.1	400.3	532.7	2795	DAP	236	4.55
Dangshirwade	2024	29.6	71.9	Light Black Soil	7.560671497	Bajra (Millet)	Kafik	134.5	12.9	212.3	551.4	2028	DAP	204	4.12
Dapur	2024	29.7	75.4	Light Black Soil	7.290590437	Groundnut	Kafik	133.8	14.2	253.1	535.7	1554	DAP	197	3.57
Daregaon	2024	28.3	71.5	Light Black Soil	7.987872959	Maize	Kafik	117.7	11.8	338.2	530.5	2694	DAP	270	1.34
Darkhel	2024	30	76.8	Light Black Soil	7.871118469	Bajra (Millet)	Kafik	141.3	15.5	351	546.9	2325	DAP	190	1.65
Datarti	2024	28.6	74.7	Light Black Soil	7.299730145	Groundnut	Kafik	238.1	10.6	439.8	541.8	1868	DAP	217	4.59
Degaon	2024	29.1	72.7	Light Black Soil	7.936673506	Bajra (Millet)	Kafik	225.6	11.2	462.1	549.4	2988	DAP	213	3.43
Deshshirwade	2024	29.8	70.1	Light Black Soil	7.89591709	Bajra (Millet)	Kafik	284.2	10.9	283.1	553.1	2148	DAP	215	1.04
Devjipada	2024	28.5	74.4	Light Black Soil	7.615070446	Bajra (Millet)	Kafik	261.2	21.2	255.4	531.7	2357	DAP	158	1.41
Devli Pada	2024	29.5	74.8	Light Black Soil	7.673020349	Bajra (Millet)	Kafik	141.9	15.6	345.4	534.9	2980	DAP	189	3.65
Dhadane	2024	29	74.3	Light Black Soil	7.519202163	Bajra (Millet)	Kafik	223.7	15.5	338.8	552.3	2009	DAP	190	1.02
Dhamandhar	2024	30.3	78.5	Light Black Soil	7.243809311	Maize	Kafik	249.5	10.6	275.7	543.7	2478	DAP	272	1.64
Dhamnar	2024	29.7	75.4	Light Black Soil	7.468157793	Groundnut	Kafik	242.7	23.4	353.5	559.2	1330	DAP	146	3.19
Dhaner	2024	27.8	73.8	Light Black Soil	7.842282759	Bajra (Millet)	Kafik	206.4	11.6	334.2	556.1	2607	DAP	211	3.77
Dhangai	2024	30.2	73.6	Light Black Soil	7.203705618	Groundnut	Kafik	206.5	13.6	280.8	563.8	1320	DAP	200	3.61
Dhavali Vihir	2024	27.5	74.1	Light Black Soil	7.466799337	Groundnut	Kafik	175.5	10.3	296.6	557.7	1974	DAP	218	1.9
Dholipada	2024	27.7	77.1	Light Black Soil	7.518534955	Bajra (Millet)	Kafik	142.3	14.9	235.9	547.2	2440	DAP	193	3.85
Dhongade Digar	2024	28.8	79.6	Mixed Soil	7.713572525	Cotton	Kafik	278.1	18.9	403.7	556.9	2001	DAP	171	1.95
Dighawe	2024	29.2	72.7	Light Black Soil	7.935884493	Bajra (Millet)	Kafik	257.8	17.5	226.1	541	2216	DAP	179	2.3
Domkani	2024	29.6	76.2	Light Black Soil	7.477076795	Groundnut	Kafik	207.4	18.8	423.6	542.3	1577	DAP	172	3.99
Dongarpada	2024	29	78.9	Light Black Soil	7.477562562	Groundnut	Kafik	186.3	11.9	285.1	561.6	1730	DAP	210	3.6
Dusane	2024	29.7	77.9	Light Black Soil	7.790000998	Bajra (Millet)	Kafik	172.6	19.7	371.2	547.9	2781	DAP	167	4.4
Ganeshpur	2024	28.7	75	Light Black Soil	7.561774353	Maize	Kafik	171.2	24.8	381.7	561.9	3325	DAP	194	3.63
Gangapur	2024	28.7	70.6	Light Black Soil	7.379683858	Bajra (Millet)	Kafik	147.4	11.5	245.9	562.9	2587	DAP	212	3.27
Gartad	2024	30.1	77.8	Light Black Soil	7.561951613	Maize	Kafik	149.2	12.4	256	564.3	3518	DAP	262	1.37
Gavhanipada	2024	29.8	70.6	Light Black Soil	7.312685616	Groundnut	Kafik	157	12.6	469	566.7	1854	DAP	206	2.47
Ghanegaon	2024	30.3	79.8	Light Black Soil	7.341109589	Maize	Kafik	116	17.9	323.1	547.2	3329	DAP	240	2.06
Ghodade	2024	28.7	77.7	Light Black Soil	7.598694218	Bajra (Millet)	Kafik	296.5	11.7	319.4	542.8	2002	DAP	211	1.98
Gondas	2024	29.5	73.2	Light Black Soil	7.53514036	Bajra (Millet)	Kafik	293.9	23	445.1	553.3	1948	DAP	148	4.89
Gulnare	2024	29.2	72.2	Light Black Soil	7.931876721	Bajra (Millet)	Kafik	151.6	12.6	400.6	544.8	2178	DAP	206	2.57
Hanumantpada	2024	30.5	70.9	Light Black Soil	7.489915119	Groundnut	Kafik	285.9	18.4	371.5	554	1731	DAP	174	4.57
Hatti Bk	2024	29.5	77.3	Mixed Soil	7.787000195	Cotton	Kafik	156	21.5	256.1	558.2	1915	DAP	157	3.52
Hatti Kh	2024	29	74	Mixed Soil	7.874849289	Jowar (Sorghum)	Kafik	164.7	16.4	352.3	557.5	2106	DAP	130	4.18
Hodadane	2024	29.8	75.7	Light Black Soil	7.210475565	Groundnut	Kafik	148.5	11.7	383.2	545	1908	DAP	211	3.01
Ichchapur	2024	29.2	79.2	Light Black Soil	7.730829898	Maize	Kafik	157.7	18.7	246.3	536.7	3506	DAP	227	3.31
Indawe	2024	29.8	76	Light Black Soil	7.342428773	Bajra (Millet)	Kafik	196.2	18	215.5	547.2	2958	DAP	176	2.97
Isarde	2024	29.6	77.8	Light Black Soil	7.968856254	Bajra (Millet)	Kafik	167.3	12	219	535.7	2292	DAP	209	1.78
Jaitane	2024	29.3	79.6	Light Black Soil	7.318930182	Groundnut	Kafik	298	14.8	443	565.6	1753	DAP	194	3.89
Jamade	2024	27.8	76	Light Black Soil	7.531699299	Bajra (Millet)	Kafik	150.9	20.2	428.1	543.8	2244	DAP	164	2.12
Jambhore	2024	27.7	72.6	Light Black Soil	7.268279734	Bajra (Millet)	Kafik	219.1	17.1	323.6	536.2	2153	DAP	181	1.1
Jamkhel	2024	29.9	70.5	Light Black Soil	7.997499401	Bajra (Millet)	Kafik	169.8	23.9	449.2	531	2147	DAP	144	3.58
Jamki	2024	29.3	70.3	Light Black Soil	7.601756008	Bajra (Millet)	Kafik	293	11.9	419.3	555.8	2323	DAP	210	1.71
Jayramnagar	2024	29.1	79.4	Light Black Soil	7.676308014	Bajra (Millet)	Kafik	287.7	12.7	219.9	555.5	2422	DAP	205	4.76
Jebapur	2024	29.9	74.1	Light Black Soil	7.253661182	Groundnut	Kafik	248.2	18.6	452.5	543.6	1865	DAP	173	4.82
Jirapur	2024	28.8	78.2	Light Black Soil	7.799968376	Maize	Kafik	128	21.9	260.5	532.9	2513	DAP	210	4.66
Kadre	2024	29.4	78.4	Light Black Soil	7.367924474	Groundnut	Kafik	132.7	12.5	444.4	546.4	1788	DAP	206	2.48
Kadupada	2024	29.8	73.4	Light Black Soil	7.918443432	Bajra (Millet)	Kafik	233	17.8	307.6	542.4	2535	DAP	177	1.06
Kadyale	2024	28.5	71.7	Light Black Soil	7.364111712	Groundnut	Kafik	275.4	15.9	445	557.1	1430	DAP	188	4.71
Kailasnagar	2024	29.2	74.2	Light Black Soil	7.352550177	Maize	Kafik	187.8	15.7	338.8	554.2	2991	DAP	244	2.71
Kakani	2024	28.4	74.7	Light Black Soil	7.229239734	Groundnut	Kafik	160.3	21.2	350.8	544.6	1440	DAP	158	4.87
Kakarde	2024	28.1	71	Light Black Soil	7.577653556	Maize	Kafik	146.4	23.5	315.2	538.7	3123	DAP	201	4.85
Kaksewad	2024	27.5	79	Light Black Soil	7.651872907	Maize	Kafik	208.7	23.6	387.3	569.5	2915	DAP	200	4.41
Kalamba	2024	30.3	79.5	Light Black Soil	7.252566912	Groundnut	Kafik	123.4	24.1	388.3	548.2	1332	DAP	142	2.18
Kalambhir	2024	30.5	78.7	Light Black Soil	7.820422093	Maize	Kafik	167	12.1	438.2	557.5	2509	DAP	263	2.54
Kalgaon	2024	27.8	74	Light Black Soil	7.562631068	Bajra (Millet)	Kafik	224	18	468.2	535.6	2552	DAP	176	4.4
Kaltek	2024	29.3	74.6	Light Black Soil	7.619512215	Bajra (Millet)	Kafik	257.7	12.3	293.5	549.4	2951	DAP	207	2.27
Karanjati	2024	29.4	75.5	Light Black Soil	7.552610198	Bajra (Millet)	Kafik	149.7	21.2	210.1	531.1	2325	DAP	158	1.68
Kasare	2024	29.4	79	Light Black Soil	7.520610449	Bajra (Millet)	Kafik	214	21.4	463	550.2	2761	DAP	157	3.23
Kawathe	2024	27.7	77.8	Light Black Soil	7.647712265	Bajra (Millet)	Kafik	168.4	22.3	233.2	568.6	2678	DAP	152	4.74
Khairkhunda	2024	27.7	75.4	Light Black Soil	7.324192197	Bajra (Millet)	Kafik	269.3	11.9	319.2	545.4	2983	DAP	210	3.78
Khandbare	2024	27.6	71.8	Light Black Soil	7.345542504	Groundnut	Kafik	259.5	12.2	268.8	531.6	1857	DAP	208	3.28
Kharadbari	2024	30	77	Light Black Soil	7.889428497	Bajra (Millet)	Kafik	244.5	20.8	392.3	531.2	2575	DAP	161	1.39
Khargaon	2024	28.5	73.1	Light Black Soil	7.95689237	Bajra (Millet)	Kafik	238.8	18.1	275.5	545.5	2676	DAP	175	3.46
Khatyal	2024	27.6	72	Light Black Soil	7.498647453	Groundnut	Kafik	169.1	12.7	472.5	536.4	1919	DAP	205	4.96
Khori	2024	29.7	74.4	Light Black Soil	7.416595739	Groundnut	Kafik	216.7	16	338.6	530.9	1520	DAP	187	1.56
Khudane	2024	29.4	72.4	Light Black Soil	7.715199635	Maize	Kafik	289.5	12.3	375.9	560.2	2778	DAP	262	3.07
Kirwade	2024	29.7	78.2	Light Black Soil	7.526987337	Bajra (Millet)	Kafik	201.2	19.2	205.4	548.3	1952	DAP	169	4.51
Kokale	2024	29.4	74.7	Light Black Soil	7.220309085	Groundnut	Kafik	274.4	24	369.5	541.6	1861	DAP	143	3.96
Kokangaon	2024	28	70.8	Light Black Soil	7.324922078	Groundnut	Kafik	239.3	23.8	412.2	566	1841	DAP	144	3.79
Korde	2024	27.5	72.6	Light Black Soil	7.772777783	Maize	Kafik	130.5	18.6	382	534.6	2494	DAP	228	3.81
Kudashi	2024	29	74.3	Light Black Soil	7.727139154	Maize	Kafik	184.8	21	480.3	568.2	3098	DAP	214	2.44
Kuher	2024	28.3	72.9	Light Black Soil	7.221676794	Bajra (Millet)	Kafik	285.1	16.8	234	542.6	2460	DAP	183	2.17
Kuruswade	2024	28.2	74.6	Light Black Soil	7.37757773	Groundnut	Kafik	297	22.6	237.4	565.5	1295	DAP	151	4.24
Kuttarkhamb	2024	29.5	71.2	Light Black Soil	7.384859837	Groundnut	Kafik	284.2	23	355.7	554.1	1984	DAP	148	4.24
Kuttarmare	2024	28.1	78.4	Light Black Soil	7.737514195	Bajra (Millet)	Kafik	218.3	16	216.4	563.1	2180	DAP	187	4.47
Lagalwal	2024	30.2	71.4	Light Black Soil	7.21576843	Groundnut	Kafik	167	22	201.4	569.4	1254	DAP	154	4.65
Lakhale	2024	28.7	74.6	Light Black Soil	7.283286866	Groundnut	Kafik	166.7	16	361.2	541.5	1676	DAP	187	3.05
Lavhartodi	2024	29.1	72	Light Black Soil	7.839932868	Bajra (Millet)	Kafik	284	15.2	304.1	568.4	2768	DAP	191	3.01
Lonkhede	2024	29.2	74.4	Light Black Soil	7.34283573	Groundnut	Kafik	247.5	16.8	267.4	545.6	1226	DAP	183	4.19
Machmal	2024	27.9	74.5	Light Black Soil	7.722196886	Maize	Kafik	190.5	12.1	252.9	545.4	3203	DAP	263	3.6
Mahir	2024	27.9	79	Light Black Soil	7.390546225	Groundnut	Kafik	199.7	16.3	474.5	543.6	1626	DAP	185	3.81
Mahuband	2024	29.1	79.5	Light Black Soil	7.279553114	Groundnut	Kafik	172.5	18.7	389.7	551.7	1283	DAP	172	4.18
Maindane	2024	28.4	74.1	Light Black Soil	7.394537753	Bajra (Millet)	Kafik	102.6	20	253.4	536.2	2133	DAP	165	4.56
Malangaon	2024	28.6	79	Light Black Soil	7.777813545	Maize	Kafik	292.2	12.2	324.4	552.1	3087	DAP	263	2.35
Malanjan	2024	28.5	75.6	Light Black Soil	7.884557174	Bajra (Millet)	Kafik	117.1	25	350.7	551.7	2272	DAP	138	2.5
Malgaon Pr Warse	2024	29.8	70	Mixed Soil	8.21137377	Jowar (Sorghum)	Kafik	219.1	11	425	560.5	2621	DAP	160	1.38
Malkhede	2024	30.5	75.8	Light Black Soil	7.517746824	Maize	Kafik	142	23.5	261.5	563.3	3408	DAP	201	3.31
Malpur	2024	29.5	78.4	Light Black Soil	7.734468109	Maize	Kafik	138.1	10.5	341.6	547.6	3619	DAP	272	1.14
Malyachapada	2024	29.6	78.4	Light Black Soil	7.363987436	Groundnut	Kafik	213	11	432.7	542.1	1408	DAP	214	2.86
Mandane	2024	28.5	70.2	Light Black Soil	7.434518184	Groundnut	Kafik	190.7	17.9	332.2	540.4	1976	DAP	177	3.17
Manjari	2024	30.1	78.6	Light Black Soil	7.917068655	Bajra (Millet)	Kafik	180.2	18.4	246.6	537.8	2423	DAP	174	2.15
Mapalgaon	2024	28.3	75.6	Light Black Soil	7.210401539	Groundnut	Kafik	136.4	22.9	483.8	532.3	1478	DAP	149	3.36
Mavajipada	2024	29.8	73	Mixed Soil	6.945364502	Jowar (Sorghum)	Kafik	174.7	14.1	393.2	543.7	1768	DAP	142	1.12
Mhasale	2024	30.4	72.6	Light Black Soil	7.366309004	Bajra (Millet)	Kafik	181.7	10.4	246.8	540.8	1999	DAP	218	1.15
Mhasdi Pr Ner	2024	27.5	76.9	Mixed Soil	6.845104747	Cotton	Kafik	243.2	19.9	208.1	568.7	2184	DAP	166	4.29
Mhasdi Pr Pimpalner	2024	29.4	71.3	Mixed Soil	7.10844024	Bajra (Millet)	Kafik	144.4	13.5	401.6	552.3	2453	DAP	201	2.44
Mohagaon	2024	29	70.6	Light Black Soil	7.666433249	Bajra (Millet)	Kafik	103.9	11.6	440	543.9	2194	DAP	211	1.51
Mohane	2024	29.7	75.5	Light Black Soil	7.53713964	Bajra (Millet)	Kafik	135.7	19.8	271.5	553.2	2628	DAP	166	3.09
Nadse	2024	28.9	71.3	Light Black Soil	7.914137369	Maize	Kafik	119.9	13.6	416.7	535.6	2684	DAP	255	4.08
Nagaziri	2024	27.8	77.6	Light Black Soil	7.853954849	Maize	Kafik	271.1	22.5	319.2	547.8	3099	DAP	206	1.86
Nagpur	2024	29.7	75.7	Light Black Soil	7.473453881	Maize	Kafik	233.6	13.1	287.9	555	2820	DAP	258	3.49
Nandarakhi	2024	29.1	77.5	Light Black Soil	7.407538747	Groundnut	Kafik	279.3	10.2	225.7	549.6	1859	DAP	219	1.34
Nandwan	2024	28	77.9	Light Black Soil	7.503753927	Maize	Kafik	141.6	10.4	254.4	546.1	3410	DAP	273	1.21
Nawadane	2024	29.2	78.3	Light Black Soil	7.672235954	Bajra (Millet)	Kafik	216.6	16.3	467.8	569.8	2475	DAP	185	3.13
Nawapada	2024	29.9	74	Light Black Soil	7.414450913	Groundnut	Kafik	263.5	15.1	277.8	565.2	1481	DAP	192	3.16
Nawenagar	2024	27.9	77.8	Light Black Soil	7.699319126	Bajra (Millet)	Kafik	175.9	18.9	280.4	554.9	2346	DAP	171	3.55
Nijampur	2024	28.5	74.3	Mixed Soil	7.495999809	Cotton	Kafik	224.8	16.1	365.6	552.8	2293	DAP	186	3.9
Nilgavhan	2024	28.1	78.9	Light Black Soil	7.641637745	Maize	Kafik	187.2	14.4	484.5	554.8	2780	DAP	251	4.9
Ozarade	2024	30	76.9	Light Black Soil	7.548901223	Bajra (Millet)	Kafik	252.7	12.1	460.5	538.1	2174	DAP	208	3.07
Pachale	2024	27.6	70.9	Light Black Soil	7.435572608	Maize	Kafik	197.5	23.4	440	545.8	2468	DAP	201	2.29
Panchmauli	2024	29.7	70.3	Light Black Soil	7.958762646	Bajra (Millet)	Kafik	185	10.3	280.6	531.6	2463	DAP	218	4.18
Pangan	2024	28	77.6	Light Black Soil	7.810884635	Bajra (Millet)	Kafik	208.3	19.5	277.4	549	2480	DAP	168	2.08
Panhalipada	2024	30	75.3	Light Black Soil	7.312090541	Bajra (Millet)	Kafik	127.9	22.5	495.3	551.7	2882	DAP	151	2.76
Pankheda	2024	27.5	75.9	Light Black Soil	7.894774381	Maize	Kafik	205.1	12.6	281.7	539.1	2643	DAP	261	1.31
Pargaon	2024	30	79.1	Light Black Soil	7.589944959	Bajra (Millet)	Kafik	103.7	23.7	235.3	568.6	2367	DAP	145	1.1
Perejpur	2024	27.9	71.2	Light Black Soil	7.915641782	Maize	Kafik	215.3	14.1	366.3	566.4	3395	DAP	252	4.85
Petale	2024	29.9	73.1	Light Black Soil	7.839884205	Maize	Kafik	230.3	22.4	261.9	558.9	3414	DAP	207	4.34
Phophade	2024	28.9	77.5	Light Black Soil	7.540170804	Maize	Kafik	102.2	12.1	470	551.3	2852	DAP	303	3.78
Phophare	2024	28.1	78.4	Light Black Soil	7.217975447	Groundnut	Kafik	274.8	19	380.2	564.8	1567	DAP	170	2.64
Pimpalgaon	2024	28.6	77.6	Light Black Soil	7.414941888	Maize	Kafik	233	12.6	474.3	535.2	2748	DAP	261	1.69
Pimpalgaon Kh	2024	29	73	Mixed Soil	7.720778165	Bajra (Millet)	Kafik	183.8	15.7	355.7	561.6	2984	DAP	189	1.63
Pimpalner	2024	29.8	76.2	Light Black Soil	7.706782576	Maize	Kafik	109.4	12.5	421.4	535	2512	DAP	285	2
Pinjar Zadi	2024	28.1	78.7	Light Black Soil	7.406310148	Groundnut	Kafik	116.6	19	273.6	561.8	1947	DAP	170	3.2
Pokare	2024	27.9	70.3	Light Black Soil	7.311484859	Groundnut	Kafik	177.9	14.3	306.7	541	1747	DAP	196	3.86
Pratappur	2024	30.3	71.3	Light Black Soil	7.867944189	Bajra (Millet)	Kafik	243.8	14.5	369.9	565.1	2535	DAP	195	3.64
Punajinagar	2024	29.6	72.4	Mixed Soil	8.473483707	Jowar (Sorghum)	Kafik	195.2	20	481	567.8	1751	12:32:16	110	2.12
Raikot	2024	27.8	74.9	Mixed Soil	7.69367331	Jowar (Sorghum)	Kafik	246.5	13.2	209.4	536	2177	DAP	147	4.82
Raipur	2024	29.2	79.1	Mixed Soil	7.091854786	Cotton	Kafik	152.5	18.9	215.4	548.5	1911	DAP	171	3.95
Raitel	2024	28.2	71.8	Mixed Soil	7.262922455	Bajra (Millet)	Kafik	199.3	19	300.3	569.2	2121	DAP	170	3.22
Ranjangaon	2024	28.8	79.7	Mixed Soil	6.83126415	Cotton	Kafik	254.2	11.6	222.5	549.3	2150	DAP	211	3.45
Rohan	2024	30	73.3	Mixed Soil	8.354307971	Jowar (Sorghum)	Kafik	245.6	17.4	406.5	564.5	2652	DAP	124	2.68
Rohod	2024	28.9	74.9	Mixed Soil	7.000176841	Bajra (Millet)	Kafik	187	13.7	445.7	553.5	2570	DAP	200	1.99
Rojgaon	2024	28.1	77.5	Mixed Soil	7.780078008	Bajra (Millet)	Kafik	259.9	20.4	281.6	545	2741	DAP	163	2.42
Runmali	2024	28.7	74	Mixed Soil	7.265893875	Cotton	Kafik	218	15.4	227.5	541.4	1586	DAP	190	4.03
Sakri	2024	30.1	71.5	Mixed Soil	7.742102604	Bajra (Millet)	Kafik	283.5	12.1	485.1	538.1	2408	DAP	208	1.06
Saltek	2024	27.6	75.8	Mixed Soil	7.90741466	Cotton	Kafik	189.2	12.8	362.6	560.5	1632	DAP	205	1.46
Samode	2024	28.4	71	Mixed Soil	8.210561066	Cotton	Kafik	274.6	21	442	545.5	2108	DAP	160	1.18
Satarpada	2024	28.1	76	Mixed Soil	7.150916162	Cotton	Kafik	231.8	20.4	454.8	550.5	2421	DAP	163	1.16
Satmane	2024	29.2	73.6	Mixed Soil	6.818692909	Jowar (Sorghum)	Kafik	149.9	17.3	266.4	549.7	2355	DAP	125	4.42
Savarimal	2024	28.8	76.7	Mixed Soil	7.032705571	Jowar (Sorghum)	Kafik	297.5	24.2	211.8	553.1	1794	12:32:16	87	3.81
Sayane	2024	29	77.6	Mixed Soil	8.330031691	Cotton	Kafik	290	24.3	372	564.6	1860	DAP	141	3.81
Sayyadnagar	2024	27.7	71.5	Mixed Soil	8.285613132	Jowar (Sorghum)	Kafik	241.1	23.9	254.2	569.2	2249	12:32:16	89	2.9
Shelbari	2024	28	76.9	Mixed Soil	7.815602274	Cotton	Kafik	213.6	23.7	210.2	546.3	1907	DAP	145	1.39
Shenpur	2024	30	76.5	Mixed Soil	7.820878663	Bajra (Millet)	Kafik	239.5	14.5	477.3	563.1	2874	DAP	195	2.97
Shenwad	2024	29.7	70.5	Mixed Soil	7.930562347	Cotton	Kafik	294.2	24.2	342.3	560.6	2302	DAP	142	2.89
Shewadi	2024	30	71.3	Mixed Soil	7.098131174	Cotton	Kafik	272.4	22.7	295.7	552.9	2107	DAP	150	1.69
Shewage	2024	30.4	71.7	Mixed Soil	8.354500308	Cotton	Kafik	265.8	10.6	378.9	568.2	1879	DAP	217	2.74
Shewali D	2024	28.2	71.4	Mixed Soil	7.511909892	Bajra (Millet)	Kafik	146	11.8	223.1	538	2226	DAP	210	2.59
Shirsole	2024	30	73.8	Mixed Soil	7.451335498	Cotton	Kafik	239.3	15.1	417.4	534.4	1622	DAP	192	3.46
Shiv	2024	29.1	73.5	Mixed Soil	7.682160099	Bajra (Millet)	Kafik	113.1	14.7	361.8	564.2	2337	DAP	194	3.54
Shivajinagar	2024	29.6	74.4	Mixed Soil	6.879842144	Bajra (Millet)	Kafik	258.1	14.8	387.8	547.6	2403	DAP	194	1.18
Shivarimal	2024	28.9	75.3	Mixed Soil	7.082681727	Cotton	Kafik	277.2	19.2	269.9	563.9	2169	DAP	169	2.5
